match_id,map,game_start,agent,kills,deaths,assists,score,shots_total,hs_percent,kd_ratio,total_engagements,win
da67942c-fa1a-418e-a7ed-1489f636c491,Lotus,2024-02-04T00:28:38.81Z,Chamber,17,16,2,4705,39,30.76923076923077,1.0625,35,0.0
39efdefb-87ee-4b68-8526-bb64d61c2663,Breeze,2024-01-28T08:44:29.922Z,Chamber,24,12,2,6656,45,28.888888888888886,2.0,38,1.0
1c9d57b9-7540-4a51-a148-f225139351c5,Icebox,2024-01-25T00:11:20.381Z,Raze,38,24,5,11426,0,0.0,1.5833333333333333,67,
63b16e20-f7ff-405b-a69d-7881af088d65,Split,2024-01-24T02:28:35.819Z,Skye,20,20,8,5795,66,22.727272727272727,1.0,48,0.0
18eda66a-b526-43fb-96d9-3391d2092ed3,Breeze,2024-01-24T01:50:32.036Z,Sova,15,14,4,4449,29,37.93103448275862,1.0714285714285714,33,0.0
118d0ebc-14e8-46e7-b200-faabb063dd6c,Icebox,2024-01-24T01:14:24.238Z,Chamber,15,14,1,3696,34,20.588235294117645,1.0714285714285714,30,0.0
b71126ec-8654-42a0-8319-0813f400f3c2,Lotus,2024-01-24T00:35:04.302Z,Chamber,14,18,5,4748,47,27.659574468085108,0.7777777777777778,37,0.0
10cc0486-1f6a-40b1-8dba-5a9670ee9114,Split,2024-01-23T23:18:28.776Z,Reyna,27,12,3,7269,61,29.508196721311474,2.25,42,1.0
8cdda33a-8cd4-4e17-8ea1-ed2c2b732983,Lotus,2024-01-23T20:13:12.031Z,Chamber,19,13,2,5039,47,23.404255319148938,1.4615384615384615,34,0.0
c4ca85fd-2ab6-4511-9037-e6b996cf70bf,Ascent,2024-01-23T02:40:57.097Z,Sova,14,10,6,3731,45,20.0,1.4,30,1.0
cfc5e9b9-50cd-43b6-aa04-a4b27a19d230,Ascent,2024-01-23T02:15:42.098Z,Jett,16,11,4,4357,36,38.88888888888889,1.4545454545454546,31,1.0
025383f9-0495-482f-a878-544ff931d9f1,Bind,2024-01-23T01:36:35.8Z,Reyna,15,15,4,4155,41,36.58536585365854,1.0,34,1.0
f6e1e35b-43bf-45bd-ae62-1c3cddcf09cf,Split,2024-01-23T01:10:07.293Z,Skye,16,13,11,3912,36,38.88888888888889,1.2307692307692308,40,1.0
e3468e1b-8aa4-4b90-9942-eaca66c4946e,Lotus,2024-01-23T00:33:17.371Z,Chamber,18,12,2,4977,36,22.22222222222222,1.5,32,1.0
1573e41f-cf74-4627-b267-b4dddf0f67bd,Ascent,2024-01-22T23:50:21.946Z,Raze,0,2,0,0,0,0.0,0.0,2,
5cbcf9b2-dedd-45ac-936e-bc39058acb26,Breeze,2024-01-22T23:02:02.554Z,Chamber,17,17,2,4630,38,21.052631578947366,1.0,36,1.0
147ee0a1-5fc7-4269-b60b-f528e4f4259e,Ascent,2024-01-22T22:22:04.578Z,Reyna,14,15,6,4386,48,29.166666666666668,0.9333333333333333,35,0.0
287c50c4-4433-4b4c-a327-d0d946408270,Icebox,2024-01-22T21:49:29.713Z,Jett,12,18,5,3863,39,33.33333333333333,0.6666666666666666,35,0.0
ee9ec922-eb2b-4135-a88e-997953b5bbd0,Split,2024-01-22T21:39:07.458Z,Reyna,34,21,2,10255,0,0.0,1.619047619047619,57,
8c562bc4-8b12-481b-a934-9d6e633d92a6,Breeze,2024-01-22T21:30:47.631Z,Viper,28,29,5,9077,0,0.0,0.9655172413793104,62,
1fa5534e-4efe-415c-895d-71d0cb244859,Sunset,2024-01-21T02:41:56.135Z,Sova,25,18,2,6573,63,28.57142857142857,1.3888888888888888,45,0.0
61eaf15d-87fd-4604-9e7d-99053dd9831d,Sunset,2024-01-21T01:32:26.938Z,Sova,10,12,2,2994,33,21.21212121212121,0.8333333333333334,24,1.0
38d89004-6948-4500-954d-750c19b4d72a,Split,2024-01-20T22:54:59.577Z,Skye,17,14,5,4503,50,20.0,1.2142857142857142,36,0.0
a538193a-e9e6-4605-abb2-5e31a141013e,Split,2024-01-19T02:46:41.283Z,Astra,32,24,8,10281,0,0.0,1.3333333333333333,64,
